"status","current_exists","achievement_id","title","description","category_id","category_name","criteria_tree_id","reward_item_id","flags","points"
"bfa_category_confirmed","True","11861","The Throne of Zuldazar","Complete the Zuldazar storylines listed below.","15284","Battle for Azeroth","59504","0","0","10"
"bfa_category_confirmed","True","11868","The Dark Heart of Nazmir","Complete the Nazmir storylines listed below.","15284","Battle for Azeroth","59734","0","0","10"
"bfa_category_confirmed","True","12087","The Reining Champion","Score at least 600 points in the Norwington Estate horse show in Tiragarde Sound.","15284","Battle for Azeroth","61546","0","0","5"
"bfa_category_confirmed","True","12270","Bringing Hexy Back","Defeat all four bosses with at least one party member under the affects of Unstable Hex in Atal'Dazar on Mythic difficulty.","15285","Battle Dungeon","62876","0","0","10"
"bfa_category_confirmed","True","12272","Gold Fever","Defeat Priestess Alun'za after defeating the Fatal Corruption in Atal'Dazar on Mythic difficulty.","15285","Battle Dungeon","62892","0","0","10"
"bfa_category_confirmed","True","12273","It's Lit!","Defeat Yazma while all four Shadowflame Sconces are lit in Atal'Dazar on Mythic difficulty.","15285","Battle Dungeon","62897","0","0","10"
"bfa_category_confirmed","True","12457","Remix to Ignition","Defeat Knight Captain Valyri without detonating any Munitions in Tol Dagor on Mythic difficulty.","15285","Battle Dungeon","65318","0","0","10"
"bfa_category_confirmed","True","12462","Shot Through the Heart","Defeat Overseer Korgus after all party members have been stunned by Heartstopper Venom at the same time in Tol Dagor on Mythic difficulty.","15285","Battle Dungeon","65336","0","0","10"
"bfa_category_confirmed","True","12473","A Sound Plan","Complete the Tiragarde Sound storylines listed below.","15284","Battle for Azeroth","65708","0","0","10"
"bfa_category_confirmed","True","12478","Secrets in the Sands","Complete the Vol'dun storylines listed below.","15284","Battle for Azeroth","65783","0","0","10"
"bfa_category_confirmed","True","12479","Zandalar Forever!","Complete the following achievements on the continent of Zandalar.","15284","Battle for Azeroth","65800","0","0","10"
"bfa_category_confirmed","True","12480","A Bargain of Blood","Complete the Blood Gate questline in Zuldazar.","15284","Battle for Azeroth","65804","0","0","5"
"bfa_category_confirmed","True","12481","The Final Seal","Complete the Zandalar Forever scenario in Zuldazar.","15284","Battle for Azeroth","65807","0","0","5"
"bfa_category_confirmed","True","12482","Get Hek'd","Complete the following tasks for Jani in Zandalar.","15298","Battle for Azeroth","65810","0","0","5"
"bfa_category_confirmed","True","12483","Waycrest Manor","Defeat Gorak Tul in Waycrest Manor.","15285","Battle Dungeon","65978","0","0","10"
"bfa_category_confirmed","True","12484","Heroic: Waycrest Manor","Defeat Gorak Tul in Waycrest Manor on Heroic difficulty or higher.","15285","Battle Dungeon","65980","0","0","10"
"bfa_category_confirmed","True","12488","Mythic: Waycrest Manor","Defeat Gorak Tul in Waycrest Manor on Mythic difficulty.","15285","Battle Dungeon","65982","0","0","10"
"bfa_category_confirmed","True","12489","Losing My Profession","Find and kill all of the enemies in Waycrest Manor and Siege of Boralus listed below on Mythic difficulty.","15285","Battle Dungeon","65984","0","0","10"
"bfa_category_confirmed","True","12490","Alchemical Romance","Destroy three Deathtouched Slavers's corpses using a single Alchemical Fire, then defeat Gorak Tul in Waycrest Manor on Mythic difficulty.","15285","Battle Dungeon","65990","0","0","10"
"bfa_category_confirmed","True","12495","Run Wild Like a Man On Fire","Defeat the Soulbound Goliath without it gaining 12 stacks of Soul Harvest in Waycrest Manor on Mythic difficulty.","15285","Battle Dungeon","66012","0","0","10"
"bfa_category_confirmed","True","12496","Stormsong and Dance","Complete the Stormsong Valley storylines listed below.","15284","Battle for Azeroth","66027","0","0","10"
"bfa_category_confirmed","True","12497","Drust Do It.","Complete the Drustvar storylines listed below.","15284","Battle for Azeroth","66064","0","0","10"
"bfa_category_confirmed","True","12498","Taint Nobody Got Time For That","Defeat Elder Leaxa without any party member receiving the Taint of G'huun in Underrot on Mythic difficulty.","15285","Battle Dungeon","66081","0","0","10"
"bfa_category_confirmed","True","12499","Sporely Alive","Defeat the Unbound Abomination without any Rotting Spores dying in Underrot on Mythic difficulty.","15285","Battle Dungeon","66089","0","0","10"
"bfa_category_confirmed","True","12500","Underrot","Defeat the Unbound Abomination in Underrot.","15285","Battle Dungeon","66091","0","0","10"
"bfa_category_confirmed","True","12501","Heroic: Underrot","Defeat the Unbound Abomination in Underrot on Heroic difficulty or higher.","15285","Battle Dungeon","66093","0","0","10"
"bfa_category_confirmed","True","12502","Mythic: Underrot","Defeat the Unbound Abomination in Underrot on Mythic difficulty.","15285","Battle Dungeon","66095","0","0","10"
"bfa_category_confirmed","True","12503","Snake Eyes","Activate both of the eyes to exit the Bazaar in the Temple of Sethraliss within 10 seconds on Mythic difficulty.","15285","Battle Dungeon","66104","0","0","10"
"bfa_category_confirmed","True","12504","The Temple of Sethraliss","Restore the Avatar of Sethraliss in the Temple of Sethraliss.","15285","Battle Dungeon","66106","0","0","10"
